,Timestamp,Srad,Tmax,Tmin,Vapr,Tdew,RHmax,RHmin,Wndsp,Rain,ETr,ETo,refET,Mesonet ET
162,2023-06-12,13.542444,17.86,11.34,1.321625,11.094166666666666,0.941,0.641,2.1366666666666667,2.79,3.3000000000000003,2.65,2.642930421972695,2.65
163,2023-06-13,16.260588,19.77,11.29,1.2391666666666665,10.12875,0.938,0.467,1.0941666666666667,5.58,3.26,2.75,2.710740282998152,2.75
164,2023-06-14,29.080692,24.48,9.04,1.2132083333333334,9.79625,0.934,0.358,1.5533333333333335,0.0,6.76,5.62,5.564854142839013,5.62
165,2023-06-15,20.39238,24.77,12.86,1.2605416666666667,10.370833333333334,0.882,0.328,1.7816666666666665,1.77,5.34,4.4,4.372451143913802,4.4
166,2023-06-16,11.448576,17.08,11.88,1.3599166666666667,11.540833333333333,0.928,0.66,1.97,5.56,2.66,2.14,2.1534121494350025,2.14
167,2023-06-17,25.856172,22.42,9.04,1.246125,10.208333333333334,0.954,0.423,1.0583333333333333,0.0,5.39,4.66,4.587080719111956,4.66
168,2023-06-18,29.98548,28.78,9.81,1.1825416666666666,9.321666666666667,0.943,0.223,1.7437500000000001,0.0,8.21,6.5200000000000005,6.45077387706509,6.5200000000000005
169,2023-06-19,31.276656,30.88,11.39,1.2244583333333334,9.812916666666666,0.899,0.195,1.5808333333333333,0.0,8.7,6.99,6.9170455099364485,6.99
170,2023-06-20,22.881059999999998,29.39,11.74,1.4431666666666667,12.285416666666668,0.943,0.221,1.1466666666666667,0.0,5.08,4.3,4.213846605987526,4.3
171,2023-06-21,21.540312,28.07,16.03,1.74175,15.28625,0.955,0.409,2.605,1.52,5.72,4.61,4.582894686623606,4.61
172,2023-06-22,22.2012,23.41,14.48,1.55225,13.530416666666667,0.882,0.504,2.8820833333333336,0.0,5.92,4.59,4.519163233218069,4.59
173,2023-06-23,25.657128,26.93,14.45,1.68475,14.70875,0.932,0.458,1.7816666666666665,0.0,6.23,5.22,5.137517319410565,5.22
174,2023-06-24,31.816727999999998,28.09,10.26,0.7781666666666666,2.965,0.734,0.141,3.0395833333333333,0.0,10.34,7.86,7.772520641894116,7.86
175,2023-06-25,30.441167999999998,25.9,9.91,1.1957916666666668,9.570416666666667,0.876,0.357,2.3945833333333333,0.0,7.89,6.32,6.217529328502348,6.32
176,2023-06-26,29.044404,29.91,12.94,1.4962083333333334,12.793333333333335,0.948,0.232,2.09375,0.0,6.69,5.61,5.50758905497441,5.61
177,2023-06-27,27.728172,33.07,15.54,1.3872083333333334,11.032083333333333,0.945,0.152,1.5966666666666667,0.0,7.430000000000001,6.13,6.0442045985727155,6.13
178,2023-06-28,29.125764,28.55,15.78,1.5071666666666665,13.075000000000001,0.805,0.36,2.6916666666666664,0.0,7.97,6.47,6.376705414123697,6.47
179,2023-06-29,18.551772,27.04,15.8,1.41375,12.099166666666667,0.846,0.383,3.3433333333333333,0.0,7.24,5.45,5.085821902937765,5.45
180,2023-06-30,14.624495999999999,21.0,12.26,1.3488333333333333,11.401666666666666,0.895,0.523,1.6187500000000001,1.27,3.51,2.88,2.8145253245618704,2.88
181,2023-07-01,28.484388,28.03,9.61,1.1961666666666666,9.550416666666667,0.88,0.275,1.3916666666666666,0.0,7.41,6.09,6.017291086324715,6.09
182,2023-07-02,27.652032,30.17,12.02,1.1792916666666666,9.222083333333334,0.89,0.205,1.5541666666666665,0.0,8.08,6.38,6.279057354361534,6.38
183,2023-07-03,27.406475999999998,32.68,11.52,1.0832916666666665,7.8620833333333335,0.853,0.135,1.1833333333333333,0.0,7.640000000000001,6.26,6.225159648809584,6.26
184,2023-07-04,19.41264,25.57,12.85,1.3861666666666668,11.772916666666667,0.908,0.384,2.6199999999999997,9.899999999999999,5.61,4.4,4.383680306235579,4.4
185,2023-07-05,5.5050479999999995,16.04,12.01,1.4144583333333334,12.117083333333333,0.95,0.849,2.5204166666666667,8.37,1.4200000000000002,1.11,1.122176408606702,1.11
186,2023-07-06,14.980787999999999,23.94,12.89,1.6322916666666665,14.287916666666668,0.956,0.605,1.8099999999999998,1.01,3.61,3.04,3.037873408795948,3.04
187,2023-07-07,20.42712,23.23,12.05,1.3809583333333333,11.695833333333333,0.922,0.435,2.122916666666667,1.27,5.31,4.3,4.247285800277218,4.3
188,2023-07-08,17.796708,23.16,13.22,1.5920416666666666,13.879583333333334,0.929,0.582,2.42875,4.32,4.51,3.65,3.630289705682156,3.65
189,2023-07-09,24.671808,24.65,12.25,1.6148333333333333,14.117083333333333,0.943,0.534,1.0833333333333333,0.0,5.29,4.62,4.552539971305676,4.62
190,2023-07-10,28.329767999999998,33.37,13.41,1.4915416666666665,12.630416666666667,0.929,0.158,0.8916666666666666,0.0,6.68,5.8,5.68938580594592,5.8
191,2023-07-11,28.976076,34.2,14.92,1.5010000000000001,12.501666666666667,0.917,0.13,0.8850000000000001,0.0,6.640000000000001,5.78,5.689669626957534,5.78
192,2023-07-12,26.531388,32.74,14.67,1.203625,9.404583333333333,0.783,0.162,1.3083333333333333,0.0,7.37,6.13,6.078574094281648,6.13
193,2023-07-13,29.106324,32.93,15.05,1.389541666666667,11.694166666666668,0.827,0.183,2.0433333333333334,1.02,8.77,7.05,6.9547402056372905,7.05
194,2023-07-14,28.577592,27.47,14.36,1.421875,12.137500000000001,0.921,0.335,2.8225,0.0,8.03,6.3,6.1997620208410815,6.3
195,2023-07-15,24.954587999999998,28.53,14.76,1.469625,12.638333333333334,0.867,0.308,1.0766666666666667,0.0,6.07,5.1000000000000005,4.983027351781242,5.1000000000000005
196,2023-07-16,28.892736,30.47,12.7,1.3278333333333334,11.142916666666666,0.915,0.245,1.8625,0.0,8.13,6.5,6.370855984219157,6.5
197,2023-07-17,26.08722,34.47,13.22,1.2262083333333333,9.873333333333333,0.856,0.156,1.675,0.0,8.54,6.68,6.583842133053996,6.68
198,2023-07-18,17.307575999999997,33.01,14.5,1.31275,10.885833333333332,0.903,0.202,2.0187500000000003,0.0,7.62,5.49,5.453721755687981,5.49
199,2023-07-19,16.780283999999998,28.99,18.06,1.4563750000000002,12.475833333333334,0.777,0.254,1.3125,0.0,5.72,4.46,4.418654675490772,4.46
200,2023-07-20,16.03584,24.24,14.62,1.7624166666666667,15.494166666666667,0.935,0.581,2.1529166666666666,32.75,4.04,3.2800000000000002,3.2467317359073182,3.2800000000000002
201,2023-07-21,25.498296,27.68,12.44,1.5085833333333334,13.095833333333333,0.939,0.36,0.7625000000000001,7.119999999999999,5.69,5.0,4.955278464384796,5.0
202,2023-07-22,28.428372,31.45,12.81,1.4835,12.669583333333334,0.935,0.246,0.8458333333333333,6.6,6.97,5.94,5.903096301657312,5.94
203,2023-07-23,23.88996,33.77,13.28,1.4900416666666667,12.835,0.915,0.218,1.0675000000000001,0.0,6.609999999999999,5.44,5.311433625920102,5.44
204,2023-07-24,25.057296,34.91,14.59,1.5180833333333332,13.114583333333334,0.879,0.202,1.0020833333333334,2.0300000000000002,6.85,5.7700000000000005,5.662202688591921,5.7700000000000005
